Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
memo-game-music,Music,"<meta charset=""utf-8""><span>This memo game will put your music knowledge to the ultimate test. Your challenge? Identify iconic artists solely by their costumes and match them with lyrics from their most recognizable songs. And if you discover yourself singing a triumphant tune with your best ""shower"" voice after a win, it's all in good fun!</span>",Printworks,Memo Game,Memo Game,"small-bag, YGroup_MemoGame",true,Title,Default Title,,,,,,,,PW00396,300,shopify,deny,manual,25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_music_2_c0e35f0a-9485-4cf7-bc1c-e16cde349dfd.jpg?v=1764757078,1,,false,,,,"Vendor: Printworks
Type: Memo Game
Weight: 300g",,,,,,,,,,,,,,kg,,,active
memo-game-music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_music_7f6ae6dd-c8fc-4a5d-8e8a-28a25bfe98e2.jpg?v=1764757078,2,,,,,,,,,,,,,,,,,,,,,,,
trivia-game-movie-geek,Movie Geek,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Who among your friends is the ultimate movie geek? Let's settle it right here, right now. The rules are straightforward: drag a card to challenge your opponent. Your friend must identify the character on the card and the movie in which that character stars. If they fail, return the card to the deck, and let the next person take a shot. If they succeed, they're primed for some in-depth, hardcore questions about that film to earn extra points. Let the battle of the movie enthusiasts begin!</span>",Printworks,Trivia Game,Trivia Game,"small-bag, YGroup_MemoGame",true,Title,Default Title,,,,,,,,PW00142,700,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_movie-geek.jpg?v=1743596190,1,,false,,,,"Vendor: Printworks
Type: Trivia Game
Weight: 700g",,,,,,,,,,,,,,kg,,,active
trivia-game-movie-geek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_movie-geek_2.jpg?v=1743596190,2,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,The Art of Chess,"<p><meta charset=""utf-8""><span>Discover ""Art of Chess"" - a special edition of our Classic Chess set. This design features wooden pieces, a board with a thin layer of acrylic for a reflective effect, and a high-quality art paper box with a striking black and silver foil stamp, inviting you to enjoy hours of strategic play. It also includes easy-to-read instructions in English, French, and German. Suitable for two players and recommended for ages 5 and above. </span></p>
<p><span>Immerse yourself in the world of classic board games with our exquisite Chess, perfectly designed to complement our concept of ""Coffee Table Games."" This Chess combines timeless appeal with contemporary elegance, making it a beautiful addition to your home. Whether you play or display it, it's a guaranteed win. </span><br></p>",Printworks,Board Game,Board Game,"medium-bag, YGroup_ChessClassic",true,Title,Default Title,,,,,,,,PW00531,900,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_chess_2.jpg?v=1764078348,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 900g",,,,,,,,,,,,,,kg,,,active
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ArtChess_mood_1_12a30da1-7a50-4bed-afcb-299a79905cb7.jpg?v=1764078348,2,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_chess_3.jpg?v=1764078354,3,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ArtChess_mood_3_391703a3-42c3-42cf-803f-5094d2781b80.jpg?v=1770898631,4,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_chess.jpg?v=1770898631,5,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ArtChess_mood_2_37351b0c-e74e-424a-a2c6-2b6870f0501f.jpg?v=1770898631,6,,,,,,,,,,,,,,,,,,,,,,,
classic-art-of-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_art-of-games_chess_3_OLD.jpg?v=1770898631,7,,,,,,,,,,,,,,,,,,,,,,,
classic-kalaha,"Kalaha, Classic","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Explore our modern version of the timeless game of Kalaha, which traces its origins back 3600 years. Crafted entirely from lacquered wood, the board folds into a compact form for storage. Inside its vibrant pink packaging, the set includes 48 beautiful gemstone pieces, adding a touch of elegance to your gaming experience. </span></p>
<p><span data-mce-fragment=""1"">Immerse yourself in the world of classic games with our exquisite Kalaha, perfectly designed to complement our concept of ""Coffee Table Games,"" elevating your home wherever you place it. Whether you play or display it, it's a guaranteed win.</span></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00541,900,shopify,deny,manual,60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_kalahaOLD.jpg?v=1764080439,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 900g",,,,,,,,,,,,,,kg,,,active
classic-kalaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicKalaha_mood_1.jpg?v=1764080439,2,,,,,,,,,,,,,,,,,,,,,,,
classic-kalaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicKalaha_mood_3.jpg?v=1764080439,3,,,,,,,,,,,,,,,,,,,,,,,
classic-kalaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicKalaha_mood_2.jpg?v=1764080439,4,,,,,,,,,,,,,,,,,,,,,,,
classic-kalaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_kalaha_2OLD.jpg?v=1764080439,5,,,,,,,,,,,,,,,,,,,,,,,
classic-kalaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_kalaha_3.jpg?v=1764080439,6,,,,,,,,,,,,,,,,,,,,,,,
classic-pick-up-sticks,"Pick up sticks, Classic","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Discover a modern twist to your cherished childhood game, Pick up Sticks.</span><span data-mce-fragment=""1""> </span><span data-mce-fragment=""1"">The game includes 41 wooden sticks and easy-to-read English, French, and German instructions. Suitable for up to four players, ages 4+. With your sticks in hand, let the game begin and see who can master the ultimate pick-up challenge! </span></p>
<p><span data-mce-fragment=""1"">This game is a part of our exclusive collection, ""Classic"", featuring high-quality products with beautiful palettes and typography. Enjoy hours of gameplay while also elevating your home wherever you place it. Whether you play or display it, it's a guaranteed win.</span></p>",Printworks,Game,Game,small-bag,true,Title,Default Title,,,,,,,,PW00342,100,shopify,deny,manual,25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_pick-up-sticks_8c89b3b0-b236-41c9-a52f-47bbb766a4c9.jpg?v=1764080643,1,,false,,,,"Vendor: Printworks
Type: Game
Weight: 100g",,,,,,,,,,,,,,kg,,,active
classic-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_ClassicPickUpSticks_mood_1.jpg?v=1764080643,2,,,,,,,,,,,,,,,,,,,,,,,
classic-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_pick-up-sticks_2_ffe91c63-fa3f-4325-a2ae-7479c639e4b4.jpg?v=1764080643,3,,,,,,,,,,,,,,,,,,,,,,,
classic-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_classic-games_pick-up-sticks_3_f1350ba1-40e4-483a-bdff-9ed130b16f8e.jpg?v=1764080643,4,,,,,,,,,,,,,,,,,,,,,,,
play-backgammon,"Backgammon, Play","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Our Play - Backgammon adds an aesthetic twist that makes it equally appealing played or displayed. The set includes a foldable cardboard board and game pieces made of plastic, making it the perfect companion for backgammon enthusiasts on the go. </span></p>
<p><span data-mce-fragment=""1"">This Backgammon is a part of our affordable game collection, ""Play"", - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, this Backgammon is suitable for up to four players and recommended for ages 5 and above. </span><meta charset=""utf-8""><span data-mce-fragment=""1""></span></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00507,720,shopify,deny,manual,29,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_backgammon_90a16f04-f010-44c6-8197-92a50782a31a.jpg?v=1764770035,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 720g",,,,,,,,,,,,,,kg,,,active
play-backgammon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayBackgammon_mood_1.jpg?v=1764770035,2,,,,,,,,,,,,,,,,,,,,,,,
play-backgammon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayBackgammon_mood_2.jpg?v=1764770035,3,,,,,,,,,,,,,,,,,,,,,,,
play-backgammon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_backgammon_2_607f9c9d-b1f2-4e23-adb5-9e4ee58cdb27.jpg?v=1764770035,4,,,,,,,,,,,,,,,,,,,,,,,
play-backgammon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_backgammon_3_c819b9bf-0730-414c-8edb-4197f2937c30.jpg?v=1764770035,5,,,,,,,,,,,,,,,,,,,,,,,
play-chess,"Chess, Play","<div>
<p>Our Play - Chess showcases a beautiful sky blue palette, adding a touch of playful color to any home interior. The set includes a 25x25 cm foldable chessboard made of cardboard and wooden pieces in blue and beige - making it the perfect companion for chess enthusiasts on the go.</p>
</div>
<div>This Chess is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, this Chess is suitable for two players and recommended for ages 5 and above.</div>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00508,630,shopify,deny,manual,35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chess.jpg?v=1743596219,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 630g",,,,,,,,,,,,,,kg,,,active
play-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayChess_mood_1.jpg?v=1743596220,2,,,,,,,,,,,,,,,,,,,,,,,
play-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chess_2_5cc86b0e-819a-4d58-af9f-2661b9deafc0.jpg?v=1764770086,3,,,,,,,,,,,,,,,,,,,,,,,
play-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayChess_mood_2.jpg?v=1764770086,4,,,,,,,,,,,,,,,,,,,,,,,
play-chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chess_3_0a91ae71-398c-459e-8928-2519227616c2.jpg?v=1764770075,5,,,,,,,,,,,,,,,,,,,,,,,
play-chinese-checkers,"Chinese Checkers, Play","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Our Play - Chinese Checkers, features a modern twist on the world-famous game. With a beautiful design, this set looks equally impressive, played or displayed. It includes a foldable cardboard board, colored marbles as playing pieces, and a stylish box that elevates any home. </span></p>
<p><span data-mce-fragment=""1"">This product is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, our Chinese Checkers are suitable for up to 6 players and recommended for ages 4 and above. </span><meta charset=""utf-8""><span></span></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00539,600,shopify,deny,manual,29,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chinese-checkers-1.jpg?v=1764770129,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 600g",,,,,,,,,,,,,,kg,,,active
play-chinese-checkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayChineseCheckers_mood_1.jpg?v=1764770129,2,,,,,,,,,,,,,,,,,,,,,,,
play-chinese-checkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayChineseCheckers_mood_2.jpg?v=1764770129,3,,,,,,,,,,,,,,,,,,,,,,,
play-chinese-checkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chinese-checkers_2_fa17079c-3934-449e-8abc-55b2b44fd662.jpg?v=1764770129,4,,,,,,,,,,,,,,,,,,,,,,,
play-chinese-checkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_chinese-checkers_3_296316f5-3ed8-4bde-8133-7aef44a502a3.jpg?v=1764770129,5,,,,,,,,,,,,,,,,,,,,,,,
play-domino,"Domino, Play","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Experience our Play - Domino set with a modern twist. Stylish design, playful colors. Includes 28 wooden game pieces. Timeless fun reimagined. </span></p>
<p><span data-mce-fragment=""1"">This Domino is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, our Domino is suitable for up to 6 players and recommended for ages 4 and above. </span></p>",Printworks,Game,Game,small-bag,true,Title,Default Title,,,,,,,,PW00509,320,shopify,deny,manual,19,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_domino_028c4d85-d06e-472c-8edb-6a12d680da3c.jpg?v=1764770164,1,,false,,,,"Vendor: Printworks
Type: Game
Weight: 320g",,,,,,,,,,,,,,kg,,,active
play-domino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayDomino_mood_1.jpg?v=1764770164,2,,,,,,,,,,,,,,,,,,,,,,,
play-domino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_domino_2_f84b1b59-eba2-4376-95e6-444a676e2fec.jpg?v=1764770164,3,,,,,,,,,,,,,,,,,,,,,,,
play-four-in-a-row,"Four in a Row, Play","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Experience our Play - Four in a Row set, a stylish twist on the classic game, featuring a sober palette and distinct graphics. It is made entirely of lacquered wood, including 42 playing discs (21 of each color), featuring a durable construction that conveniently folds into a compact size. </span></p>
<p><span data-mce-fragment=""1"">This product is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, our Four in a Row is suitable for up to 2 players and recommended for ages 4 and above. </span></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00530,779,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_four-in-a-row_3431525d-17ea-4a95-873d-c90f8ac18887.jpg?v=1764770708,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 779g",,,,,,,,,,,,,,kg,,,active
play-four-in-a-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayFourInARow_mood_1.jpg?v=1764770708,2,,,,,,,,,,,,,,,,,,,,,,,
play-four-in-a-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_four-in-a-row_2.jpg?v=1764770708,3,,,,,,,,,,,,,,,,,,,,,,,
play-four-in-a-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_four-in-a-row_3.jpg?v=1764770708,4,,,,,,,,,,,,,,,,,,,,,,,
play-ludo,"Ludo, Play","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Ludo, a captivating variant of the world-famous board game known as Parchis in some countries. With a new aesthetic twist, this Ludo set adds a playful color injection to any home interior. </span></p>
<p><span data-mce-fragment=""1"">The set includes a foldable 25x25 cm cardboard board and is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, our Ludo is suitable for 2-4 players and recommended for ages 5 and above. </span><meta charset=""utf-8""><span data-mce-fragment=""1""></span></p>",Printworks,Board Game,Board Game,medium-bag,true,Title,Default Title,,,,,,,,PW00588,425,shopify,deny,manual,25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_ludo.jpg?v=1743596228,1,,false,,,,"Vendor: Printworks
Type: Board Game
Weight: 425g",,,,,,,,,,,,,,kg,,,active
play-ludo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayLudo_mood_2.jpg?v=1743596229,2,,,,,,,,,,,,,,,,,,,,,,,
play-ludo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayLudo_mood_1.jpg?v=1743596229,3,,,,,,,,,,,,,,,,,,,,,,,
play-ludo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_ludo_2_92b43e61-8778-48e4-905a-96c4eaafdcf5.jpg?v=1764771068,4,,,,,,,,,,,,,,,,,,,,,,,
play-ludo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_ludo_3.jpg?v=1764771068,5,,,,,,,,,,,,,,,,,,,,,,,
play-pick-up-sticks,"Pick up sticks, Play","<p><meta charset=""utf-8""><span>Experience our Play - Pick up Sticks, featuring a new aesthetic twist on your favorite childhood game. This set's unique design, refined palette, and distinct graphics inject playful colors into any home interior. </span></p>
<p><span>This product is a part of our affordable game collection, ""Play,"" - offering unbeatable value and craftsmanship for endless hours of entertainment. With easy-to-read English, French, and German instructions, our Pick up Sticks is suitable for up to 4 players and recommended for ages 4 and above. </span></p>",Printworks,Game,Game,small-bag,true,Title,Default Title,,,,,,,,PW00510,140,shopify,deny,manual,15,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_pick-up-sticks_f808703e-3860-4c61-b53a-011e5cce1d68.jpg?v=1767963513,1,,false,,,,"Vendor: Printworks
Type: Game
Weight: 140g",,,,,,,,,,,,,,kg,,,active
play-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_PlayPickUpSticks_mood_1.jpg?v=1767963513,2,,,,,,,,,,,,,,,,,,,,,,,
play-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_pick-up-sticks_2_880989d4-c0b4-47ca-b194-0ae16f3a46bb.jpg?v=1767963513,3,,,,,,,,,,,,,,,,,,,,,,,
play-pick-up-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_pick-up-sticks_3.jpg?v=1767963513,4,,,,,,,,,,,,,,,,,,,,,,,
play-tumbling-towers,Tumbling Tower,"<p><meta charset=""utf-8"">A classic game, now in bold red. Our Tumbling Tower adds a playful pop to any room - made of solid wood and designed to stand out. Whether you're playing with friends or adding color to your shelf, it's made to last and to be loved. Includes instructions in English, French, and German. Measures 28.5 x 8.5 x 8 cm.<br><br>Choose the color that suits your style — bold red or vibrant green/blue — and let the game double as decoration.<span><br></span></p>",Printworks,Game,Game,medium-bag,true,Title,Default Title,,,,,,,,PW00540,1100,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_play-games_tumbling-tower_62f8b703-f335-4488-896b-f079dabc4065.jpg?v=1771336010,1,,false,,,,"Vendor: Printworks
Type: Game
Weight: 1100g",,,,,,,,,,,,,,kg,,,active
